,Disease,symptoms_1,symptoms_2,symptoms_3,symptoms_4
1664,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
1665,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
1666,Disease, acidity, ulcers_on_tongue, vomiting, cough
1667,Disease, stomach_pain, ulcers_on_tongue, vomiting, cough
1668,Disease, stomach_pain, acidity, vomiting, cough
1669,Disease, stomach_pain, acidity, ulcers_on_tongue, cough
1670,Disease,itching, vomiting, yellowish_skin, nausea
1671,Disease, vomiting, yellowish_skin, nausea, loss_of_appetite
1672,Disease,itching, yellowish_skin, nausea, loss_of_appetite
1673,Disease,itching, vomiting, nausea, loss_of_appetite
1674,Disease,itching, vomiting, yellowish_skin, loss_of_appetite
1675,Disease,itching, vomiting, yellowish_skin, nausea
1676,Disease,itching, vomiting, yellowish_skin, nausea
1677,Disease,itching, vomiting, yellowish_skin, nausea
1678,Disease,itching, vomiting, yellowish_skin, nausea
1679,Disease,itching, vomiting, yellowish_skin, nausea
1680,Disease,itching, skin_rash, stomach_pain, burning_micturition
1681,Disease,itching, stomach_pain, burning_micturition, spotting_ urination
1682,Disease,itching, skin_rash, burning_micturition, spotting_ urination
1683,Disease,itching, skin_rash, stomach_pain, spotting_ urination
1684,Disease,itching, skin_rash, stomach_pain, burning_micturition
1685,Disease, skin_rash, stomach_pain, burning_micturition, spotting_ urination
1686,Disease,itching, stomach_pain, burning_micturition, spotting_ urination
1687,Disease,itching, skin_rash, burning_micturition, spotting_ urination
1688,Disease,itching, skin_rash, stomach_pain, spotting_ urination
1689,Disease,itching, skin_rash, stomach_pain, burning_micturition
1690,Disease, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases
1691,Disease, vomiting, indigestion, abdominal_pain, passage_of_gases
1692,Disease, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases
1693,Disease, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases
1694,Disease, vomiting, indigestion, abdominal_pain, passage_of_gases
1695,Disease, vomiting, indigestion, loss_of_appetite, passage_of_gases
1696,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
1697,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
1698,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
1699,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
1700,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
1701,Disease, patches_in_throat, high_fever, extra_marital_contacts,
1702,Disease, muscle_wasting, high_fever, extra_marital_contacts,
1703,Disease, muscle_wasting, patches_in_throat, extra_marital_contacts,
1704,Disease, muscle_wasting, patches_in_throat, high_fever,
1705,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
1706,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
1707,Disease, patches_in_throat, high_fever, extra_marital_contacts,
1708,Disease, muscle_wasting, high_fever, extra_marital_contacts,
1709,Disease, muscle_wasting, patches_in_throat, high_fever,
1710,Disease, fatigue, weight_loss, restlessness, lethargy
1711,Disease, fatigue, weight_loss, restlessness, lethargy
1712,Disease, weight_loss, restlessness, lethargy, irregular_sugar_level
1713,Disease, fatigue, restlessness, lethargy, irregular_sugar_level
1714,Disease, fatigue, weight_loss, lethargy, irregular_sugar_level
1715,Disease, fatigue, weight_loss, restlessness, irregular_sugar_level
1716,Disease, fatigue, weight_loss, restlessness, lethargy
1717,Disease, fatigue, weight_loss, restlessness, lethargy
1718,Disease, fatigue, weight_loss, restlessness, lethargy
1719,Disease, fatigue, weight_loss, restlessness, lethargy
1720,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
1721,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
1722,Disease, sunken_eyes, dehydration, diarrhoea,
1723,Disease, vomiting, dehydration, diarrhoea,
1724,Disease, vomiting, sunken_eyes, diarrhoea,
1725,Disease, vomiting, sunken_eyes, dehydration,
1726,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
1727,Disease, sunken_eyes, dehydration, diarrhoea,
1728,Disease, vomiting, dehydration, diarrhoea,
1729,Disease, vomiting, sunken_eyes, diarrhoea,
1730,Disease, fatigue, cough, high_fever, breathlessness
1731,Disease, cough, high_fever, breathlessness, family_history
1732,Disease, fatigue, high_fever, breathlessness, family_history
1733,Disease, fatigue, cough, breathlessness, family_history
1734,Disease, fatigue, cough, high_fever, family_history
1735,Disease, fatigue, cough, high_fever, breathlessness
1736,Disease, fatigue, cough, high_fever, breathlessness
1737,Disease, fatigue, cough, high_fever, breathlessness
1738,Disease, cough, high_fever, breathlessness, family_history
1739,Disease, fatigue, high_fever, breathlessness, family_history
1740,Disease, headache, chest_pain, dizziness, loss_of_balance
1741,Disease, chest_pain, dizziness, loss_of_balance, lack_of_concentration
1742,Disease, headache, dizziness, loss_of_balance, lack_of_concentration
1743,Disease, headache, chest_pain, loss_of_balance, lack_of_concentration
1744,Disease, headache, chest_pain, dizziness, lack_of_concentration
1745,Disease, headache, chest_pain, dizziness, loss_of_balance
1746,Disease, headache, chest_pain, dizziness, loss_of_balance
1747,Disease, chest_pain, dizziness, loss_of_balance, lack_of_concentration
1748,Disease, headache, dizziness, loss_of_balance, lack_of_concentration
1749,Disease, headache, chest_pain, loss_of_balance, lack_of_concentration
1750,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
1751,Disease, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
1752,Disease, acidity, headache, blurred_and_distorted_vision, excessive_hunger
1753,Disease, acidity, indigestion, blurred_and_distorted_vision, excessive_hunger
1754,Disease, acidity, indigestion, headache, excessive_hunger
1755,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
1756,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
1757,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
1758,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
1759,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
1760,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
1761,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
1762,Disease, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
1763,Disease, back_pain, neck_pain, dizziness, loss_of_balance
1764,Disease, back_pain, weakness_in_limbs, dizziness, loss_of_balance
1765,Disease, back_pain, weakness_in_limbs, neck_pain, loss_of_balance
1766,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
1767,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
1768,Disease, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
1769,Disease, back_pain, neck_pain, dizziness, loss_of_balance
1770,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
1771,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
1772,Disease, headache, weakness_of_one_body_side, altered_sensorium,
1773,Disease, vomiting, weakness_of_one_body_side, altered_sensorium,
1774,Disease, vomiting, headache, altered_sensorium,
1775,Disease, vomiting, headache, weakness_of_one_body_side,
1776,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
1777,Disease, headache, weakness_of_one_body_side, altered_sensorium,
1778,Disease, vomiting, weakness_of_one_body_side, altered_sensorium,
1779,Disease, vomiting, headache, altered_sensorium,
1780,Disease,itching, vomiting, fatigue, weight_loss
1781,Disease,itching, vomiting, fatigue, weight_loss
1782,Disease, vomiting, fatigue, weight_loss, high_fever
1783,Disease,itching, fatigue, weight_loss, high_fever
1784,Disease,itching, vomiting, weight_loss, high_fever
1785,Disease,itching, vomiting, fatigue, high_fever
1786,Disease,itching, vomiting, fatigue, weight_loss
1787,Disease,itching, vomiting, fatigue, weight_loss
1788,Disease,itching, vomiting, fatigue, weight_loss
1789,Disease,itching, vomiting, fatigue, weight_loss
1790,Disease, chills, vomiting, high_fever, sweating
1791,Disease, chills, vomiting, high_fever, sweating
1792,Disease, chills, vomiting, high_fever, sweating
1793,Disease, vomiting, high_fever, sweating, headache
1794,Disease, chills, high_fever, sweating, headache
1795,Disease, chills, vomiting, sweating, headache
1796,Disease, chills, vomiting, high_fever, headache
1797,Disease, chills, vomiting, high_fever, sweating
1798,Disease, chills, vomiting, high_fever, sweating
1799,Disease, chills, vomiting, high_fever, sweating
1800,Disease,itching, skin_rash, fatigue, lethargy
1801,Disease, skin_rash, fatigue, lethargy, high_fever
1802,Disease,itching, fatigue, lethargy, high_fever
1803,Disease,itching, skin_rash, lethargy, high_fever
1804,Disease,itching, skin_rash, fatigue, high_fever
1805,Disease,itching, skin_rash, fatigue, lethargy
1806,Disease,itching, skin_rash, fatigue, lethargy
1807,Disease,itching, skin_rash, fatigue, lethargy
1808,Disease,itching, skin_rash, fatigue, lethargy
1809,Disease,itching, skin_rash, fatigue, lethargy
1810,Disease, skin_rash, chills, joint_pain, vomiting
1811,Disease, skin_rash, chills, joint_pain, vomiting
1812,Disease, skin_rash, chills, joint_pain, vomiting
1813,Disease, skin_rash, chills, joint_pain, vomiting
1814,Disease, chills, joint_pain, vomiting, fatigue
1815,Disease, skin_rash, joint_pain, vomiting, fatigue
1816,Disease, skin_rash, chills, vomiting, fatigue
1817,Disease, skin_rash, chills, joint_pain, fatigue
1818,Disease, skin_rash, chills, joint_pain, vomiting
1819,Disease, skin_rash, chills, joint_pain, vomiting
1820,Disease, chills, vomiting, fatigue, high_fever
1821,Disease, chills, vomiting, fatigue, high_fever
1822,Disease, chills, vomiting, fatigue, high_fever
1823,Disease, chills, vomiting, fatigue, high_fever
1824,Disease, chills, vomiting, fatigue, high_fever
1825,Disease, chills, vomiting, fatigue, high_fever
1826,Disease, chills, vomiting, fatigue, high_fever
1827,Disease, chills, vomiting, fatigue, high_fever
1828,Disease, chills, vomiting, fatigue, high_fever
1829,Disease, chills, fatigue, high_fever, headache
1830,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
1831,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
1832,Disease, vomiting, yellowish_skin, dark_urine, nausea
1833,Disease, joint_pain, yellowish_skin, dark_urine, nausea
1834,Disease, joint_pain, vomiting, dark_urine, nausea
1835,Disease, joint_pain, vomiting, yellowish_skin, nausea
1836,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
1837,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
1838,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
1839,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
1840,Disease,itching, fatigue, lethargy, yellowish_skin
1841,Disease,itching, fatigue, lethargy, yellowish_skin
1842,Disease, fatigue, lethargy, yellowish_skin, dark_urine
1843,Disease,itching, lethargy, yellowish_skin, dark_urine
1844,Disease,itching, fatigue, yellowish_skin, dark_urine
1845,Disease,itching, fatigue, lethargy, dark_urine
1846,Disease,itching, fatigue, lethargy, yellowish_skin
1847,Disease,itching, fatigue, lethargy, yellowish_skin
1848,Disease,itching, fatigue, lethargy, yellowish_skin
1849,Disease,itching, fatigue, lethargy, yellowish_skin
1850,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
1851,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
1852,Disease, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
1853,Disease, fatigue, nausea, loss_of_appetite, yellowing_of_eyes
1854,Disease, fatigue, yellowish_skin, loss_of_appetite, yellowing_of_eyes
1855,Disease, fatigue, yellowish_skin, nausea, yellowing_of_eyes
1856,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
1857,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
1858,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
1859,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
1860,Disease, joint_pain, vomiting, fatigue, yellowish_skin
1861,Disease, vomiting, fatigue, yellowish_skin, dark_urine
1862,Disease, joint_pain, fatigue, yellowish_skin, dark_urine
1863,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
1864,Disease, joint_pain, vomiting, fatigue, dark_urine
1865,Disease, joint_pain, vomiting, fatigue, yellowish_skin
1866,Disease, joint_pain, vomiting, fatigue, yellowish_skin
1867,Disease, joint_pain, vomiting, fatigue, yellowish_skin
1868,Disease, joint_pain, vomiting, fatigue, yellowish_skin
1869,Disease, joint_pain, vomiting, fatigue, yellowish_skin
1870,Disease, joint_pain, vomiting, fatigue, high_fever
1871,Disease, joint_pain, vomiting, fatigue, high_fever
1872,Disease, joint_pain, vomiting, fatigue, high_fever
1873,Disease, vomiting, fatigue, high_fever, yellowish_skin
1874,Disease, joint_pain, fatigue, high_fever, yellowish_skin
1875,Disease, joint_pain, vomiting, high_fever, yellowish_skin
1876,Disease, joint_pain, vomiting, fatigue, yellowish_skin
1877,Disease, joint_pain, vomiting, fatigue, high_fever
1878,Disease, joint_pain, vomiting, fatigue, high_fever
1879,Disease, joint_pain, vomiting, fatigue, high_fever
1880,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
1881,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
1882,Disease, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
1883,Disease, vomiting, abdominal_pain, swelling_of_stomach, distention_of_abdomen
1884,Disease, vomiting, yellowish_skin, swelling_of_stomach, distention_of_abdomen
1885,Disease, vomiting, yellowish_skin, abdominal_pain, distention_of_abdomen
1886,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
1887,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
1888,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
1889,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
1890,Disease, chills, vomiting, fatigue, weight_loss
1891,Disease, chills, vomiting, fatigue, weight_loss
1892,Disease, vomiting, fatigue, weight_loss, cough
1893,Disease, chills, fatigue, weight_loss, cough
1894,Disease, chills, vomiting, weight_loss, cough
1895,Disease, chills, vomiting, fatigue, cough
1896,Disease, chills, vomiting, fatigue, weight_loss
1897,Disease, chills, vomiting, fatigue, weight_loss
1898,Disease, chills, vomiting, fatigue, weight_loss
1899,Disease, chills, vomiting, fatigue, weight_loss
1900,Disease, continuous_sneezing, chills, fatigue, cough
1901,Disease, continuous_sneezing, chills, fatigue, cough
1902,Disease, chills, fatigue, cough, high_fever
1903,Disease, continuous_sneezing, fatigue, cough, high_fever
1904,Disease, continuous_sneezing, chills, cough, high_fever
1905,Disease, continuous_sneezing, chills, fatigue, high_fever
1906,Disease, continuous_sneezing, chills, fatigue, cough
1907,Disease, continuous_sneezing, chills, fatigue, cough
1908,Disease, continuous_sneezing, chills, fatigue, cough
